,latent_dim,kl_divergence,num_conds,rcl
162,34,0.0001068115234375,2,0.46327751874923706
163,35,0.0011138916015625,2,0.46327751874923706
164,36,0.0009002685546875,2,0.46327751874923706
165,37,0.0003662109375,2,0.46327751874923706
166,38,7.62939453125e-05,2,0.46327751874923706
167,39,0.0006103515625,2,0.46327751874923706
168,40,0.00092315673828125,2,0.46327751874923706
169,41,-7.62939453125e-06,2,0.46327751874923706
170,42,0.0011138916015625,2,0.46327751874923706
171,43,0.000213623046875,2,0.46327751874923706
172,44,0.0009307861328125,2,0.46327751874923706
173,45,3.814697265625e-05,2,0.46327751874923706
174,46,0.0009918212890625,2,0.46327751874923706
175,47,0.000152587890625,2,0.46327751874923706
176,48,0.0133056640625,2,0.46327751874923706
177,49,0.0004119873046875,2,0.46327751874923706
178,50,1.52587890625e-05,2,0.46327751874923706
179,51,0.000244140625,2,0.46327751874923706
180,52,0.00029754638671875,2,0.46327751874923706
181,53,0.00011444091796875,2,0.46327751874923706
182,54,0.0005645751953125,2,0.46327751874923706
183,55,9.1552734375e-05,2,0.46327751874923706
184,56,0.00034332275390625,2,0.46327751874923706
185,57,0.0001983642578125,2,0.46327751874923706
186,58,0.0015869140625,2,0.46327751874923706
187,59,6.103515625e-05,2,0.46327751874923706
188,60,0.000457763671875,2,0.46327751874923706
189,61,0.001190185546875,2,0.46327751874923706
190,62,3.0517578125e-05,2,0.46327751874923706
191,63,0.0002899169921875,2,0.46327751874923706
