,epoch,total_train_losses,total_train_rcl,total_train_klds,total_test_losses,total_test_rcl,total_test_klds,num_conds,train_rcl,train_kld,test_rcl,test_kld
31,10,56.7868429107666,38.90621133041382,17.880631537437438,56.53591642379761,38.504796463012696,18.031119941711427,1,19.192659378051758,8.722140312194824,19.263233184814453,9.083124160766602
32,10,56.7868429107666,38.90621133041382,17.880631537437438,56.53591642379761,38.504796463012696,18.031119941711427,2,0.11070190370082855,0.008828498423099518,0.10299370437860489,0.012933550402522087
33,11,56.21852463722229,36.97984420394897,19.238680406570435,55.48544737625122,34.400211633682254,21.085235791206358,0,18.537471771240234,9.840185165405273,16.715476989746094,10.56602668762207
34,11,56.21852463722229,36.97984420394897,19.238680406570435,55.48544737625122,34.400211633682254,21.085235791206358,1,18.32875633239746,9.39017391204834,17.551000595092773,10.511703491210938
35,11,56.21852463722229,36.97984420394897,19.238680406570435,55.48544737625122,34.400211633682254,21.085235791206358,2,0.11360636353492737,0.008329154923558235,0.13374724984169006,0.007492883130908012
36,12,55.60062644004822,34.29432919597626,21.306297236442568,54.78011485290527,33.38672008895874,21.393394788742064,0,17.205459594726562,10.921670913696289,16.410795211791992,10.651100158691406
37,12,55.60062644004822,34.29432919597626,21.306297236442568,54.78011485290527,33.38672008895874,21.393394788742064,1,16.97707748413086,10.378177642822266,16.864791870117188,10.73636245727539
38,12,55.60062644004822,34.29432919597626,21.306297236442568,54.78011485290527,33.38672008895874,21.393394788742064,2,0.11179701238870621,0.006452289875596762,0.1111246645450592,0.005930477753281593
39,13,55.40307289886475,34.05863789749146,21.34443497276306,54.562142009735105,32.51316191101074,22.048980172157286,0,17.0527400970459,10.891868591308594,15.876401901245117,11.009342193603516
40,13,55.40307289886475,34.05863789749146,21.34443497276306,54.562142009735105,32.51316191101074,22.048980172157286,1,16.906713485717773,10.4472017288208,16.556617736816406,11.037357330322266
41,13,55.40307289886475,34.05863789749146,21.34443497276306,54.562142009735105,32.51316191101074,22.048980172157286,2,0.09919051080942154,0.005362095311284065,0.0801486149430275,0.0022738068364560604
42,14,55.238667455673216,33.61287352848053,21.62579396343231,54.97642243766785,33.491456530570986,21.48496596622467,0,16.863561630249023,11.003881454467773,16.39234161376953,10.776352882385254
43,14,55.238667455673216,33.61287352848053,21.62579396343231,54.97642243766785,33.491456530570986,21.48496596622467,1,16.659738540649414,10.616847038269043,17.043163299560547,10.705924034118652
44,14,55.238667455673216,33.61287352848053,21.62579396343231,54.97642243766785,33.491456530570986,21.48496596622467,2,0.08957192301750183,0.005067131482064724,0.05595043674111366,0.002693486399948597
45,15,55.49916815948486,33.82130194664001,21.677866256713866,54.92521049880981,33.738791229248044,21.18641925621033,0,17.0449275970459,11.051230430603027,16.503610610961914,10.702588081359863
46,15,55.49916815948486,33.82130194664001,21.677866256713866,54.92521049880981,33.738791229248044,21.18641925621033,1,16.68878173828125,10.621535301208496,17.166030883789062,10.480264663696289
47,15,55.49916815948486,33.82130194664001,21.677866256713866,54.92521049880981,33.738791229248044,21.18641925621033,2,0.08758902549743652,0.005089308600872755,0.06913350522518158,0.0035729981027543545
48,16,55.16393358802795,33.669783202171324,21.494150362968444,54.94976641845703,33.92227369594574,21.027492708206175,0,16.900230407714844,10.973834037780762,16.749364852905273,10.320574760437012
49,16,55.16393358802795,33.669783202171324,21.494150362968444,54.94976641845703,33.92227369594574,21.027492708206175,1,16.68651580810547,10.515406608581543,17.10711097717285,10.703594207763672
50,16,55.16393358802795,33.669783202171324,21.494150362968444,54.94976641845703,33.92227369594574,21.027492708206175,2,0.08304554224014282,0.004918308928608894,0.06578511744737625,0.0033205675426870584
51,17,55.24399501419067,33.58409802627563,21.65989708518982,55.02231440162659,33.45442380905151,21.567890614509583,0,16.860559463500977,11.017642974853516,16.350582122802734,10.73514175415039
52,17,55.24399501419067,33.58409802627563,21.65989708518982,55.02231440162659,33.45442380905151,21.567890614509583,1,16.647008895874023,10.637415885925293,17.052513122558594,10.822516441345215
53,17,55.24399501419067,33.58409802627563,21.65989708518982,55.02231440162659,33.45442380905151,21.567890614509583,2,0.07653781771659851,0.004834984429180622,0.051324211061000824,0.010230169631540775
54,18,55.009057468414305,33.6012752494812,21.407782281875612,54.768291526794435,33.52910407924652,21.239187584877016,0,16.844284057617188,10.902700424194336,16.470413208007812,10.474615097045898
55,18,55.009057468414305,33.6012752494812,21.407782281875612,54.768291526794435,33.52910407924652,21.239187584877016,1,16.685876846313477,10.500349998474121,16.98825454711914,10.761492729187012
56,18,55.009057468414305,33.6012752494812,21.407782281875612,54.768291526794435,33.52910407924652,21.239187584877016,2,0.07111930847167969,0.004723046440631151,0.07045266777276993,0.003083643736317754
57,19,55.311593509674076,33.63491403579712,21.676679476737977,54.860027727127076,32.546710962295535,22.31331671524048,0,16.935638427734375,11.080638885498047,15.935690879821777,11.286150932312012
58,19,55.311593509674076,33.63491403579712,21.676679476737977,54.860027727127076,32.546710962295535,22.31331671524048,1,16.629335403442383,10.591229438781738,16.576244354248047,11.023338317871094
59,19,55.311593509674076,33.63491403579712,21.676679476737977,54.860027727127076,32.546710962295535,22.31331671524048,2,0.06994982808828354,0.004802837502211332,0.034785252064466476,0.003846511011943221
60,20,55.21468405532837,33.50304652404785,21.71163755226135,54.376410203933716,33.70577234363556,20.670637818336488,0,16.776634216308594,11.031974792480469,16.67078971862793,10.175381660461426
61,20,55.21468405532837,33.50304652404785,21.71163755226135,54.376410203933716,33.70577234363556,20.670637818336488,1,16.664535522460938,10.675201416015625,16.97939682006836,10.490439414978027
62,20,55.21468405532837,33.50304652404785,21.71163755226135,54.376410203933716,33.70577234363556,20.670637818336488,2,0.0618874616920948,0.004460660740733147,0.055578600615262985,0.00480960588902235
63,21,55.04579058456421,33.47955153465271,21.566239072799682,55.017394477844235,31.80909478378296,23.208299753189088,0,16.876569747924805,11.021302223205566,15.432221412658691,11.743136405944824
64,21,55.04579058456421,33.47955153465271,21.566239072799682,55.017394477844235,31.80909478378296,23.208299753189088,1,16.542499542236328,10.540820121765137,16.3317813873291,11.461304664611816
65,21,55.04579058456421,33.47955153465271,21.566239072799682,55.017394477844235,31.80909478378296,23.208299753189088,2,0.06048443540930748,0.004109795670956373,0.045101337134838104,0.0038552572950720787
66,22,55.17587093925476,33.51004235172272,21.665828514099122,54.664207389831546,32.09501919364929,22.56918817996979,0,16.90475845336914,11.062760353088379,15.704415321350098,11.230941772460938
67,22,55.17587093925476,33.51004235172272,21.665828514099122,54.664207389831546,32.09501919364929,22.56918817996979,1,16.54266929626465,10.598703384399414,16.335474014282227,11.334996223449707
68,22,55.17587093925476,33.51004235172272,21.665828514099122,54.664207389831546,32.09501919364929,22.56918817996979,2,0.06262645125389099,0.004366748500615358,0.055131733417510986,0.0032483397517353296
69,23,54.86405741119385,33.39384260177612,21.470214826583863,54.98839560317993,31.623319741249084,23.365075796127318,0,16.81162452697754,10.953502655029297,15.526954650878906,11.6189603805542
70,23,54.86405741119385,33.39384260177612,21.470214826583863,54.98839560317993,31.623319741249084,23.365075796127318,1,16.529329299926758,10.513076782226562,16.058563232421875,11.742222785949707
71,23,54.86405741119385,33.39384260177612,21.470214826583863,54.98839560317993,31.623319741249084,23.365075796127318,2,0.05288389325141907,0.003633820917457342,0.03780705854296684,0.0039040108676999807
72,24,55.18176461029053,33.17969756507873,22.0020670003891,54.636655296325685,33.37679975986481,21.25985548019409,0,16.710205078125,11.245445251464844,16.326339721679688,10.574397087097168
73,24,55.18176461029053,33.17969756507873,22.0020670003891,54.636655296325685,33.37679975986481,21.25985548019409,1,16.41267967224121,10.752541542053223,16.991846084594727,10.682367324829102
74,24,55.18176461029053,33.17969756507873,22.0020670003891,54.636655296325685,33.37679975986481,21.25985548019409,2,0.0568055622279644,0.004089872352778912,0.05860334262251854,0.003086842130869627
75,25,54.857586616516116,33.27455313110352,21.58303349876404,54.73332559585571,32.621961408615114,22.11136410713196,0,16.73781967163086,10.981532096862793,16.05714988708496,11.034542083740234
76,25,54.857586616516116,33.27455313110352,21.58303349876404,54.73332559585571,32.621961408615114,22.11136410713196,1,16.48211097717285,10.597517967224121,16.530271530151367,11.072479248046875
77,25,54.857586616516116,33.27455313110352,21.58303349876404,54.73332559585571,32.621961408615114,22.11136410713196,2,0.054625026881694794,0.003992309793829918,0.03453860804438591,0.004346624948084354
78,26,55.147569255828856,33.35655144500733,21.791017888069153,55.086512580871585,31.983368419647217,23.10314415550232,0,16.74750328063965,11.124711990356445,15.425917625427246,11.680832862854004
79,26,55.147569255828856,33.35655144500733,21.791017888069153,55.086512580871585,31.983368419647217,23.10314415550232,1,16.554718017578125,10.66270637512207,16.49505043029785,11.418462753295898
80,26,55.147569255828856,33.35655144500733,21.791017888069153,55.086512580871585,31.983368419647217,23.10314415550232,2,0.054319001734256744,0.003591574029996991,0.06239074468612671,0.003840837860479951
81,27,55.07200430679321,33.39818618392945,21.673818239212036,54.529579948425294,33.434625926971435,21.094953930854796,0,16.84237289428711,11.054177284240723,16.55548858642578,10.391822814941406
82,27,55.07200430679321,33.39818618392945,21.673818239212036,54.529579948425294,33.434625926971435,21.094953930854796,1,16.506961822509766,10.615710258483887,16.847440719604492,10.699125289916992
83,27,55.07200430679321,33.39818618392945,21.673818239212036,54.529579948425294,33.434625926971435,21.094953930854796,2,0.04884904623031616,0.003912668209522963,0.03169449791312218,0.004012054763734341
84,28,55.40740845489502,33.483731832504276,21.923676615715028,54.76277886390686,32.81815923500061,21.944619607925414,0,16.86020278930664,11.185430526733398,16.15393829345703,11.017007827758789
85,28,55.40740845489502,33.483731832504276,21.923676615715028,54.76277886390686,32.81815923500061,21.944619607925414,1,16.57345962524414,10.734338760375977,16.60590171813965,10.925116539001465
86,28,55.40740845489502,33.483731832504276,21.923676615715028,54.76277886390686,32.81815923500061,21.944619607925414,2,0.05006247013807297,0.0039190915413200855,0.05830501392483711,0.002494646469131112
87,29,55.345697105407716,33.386204845428466,21.959492356300355,54.823044284820554,33.164925379753114,21.658118848800658,0,16.91365623474121,11.229735374450684,15.952659606933594,10.931465148925781
88,29,55.345697105407716,33.386204845428466,21.959492356300355,54.823044284820554,33.164925379753114,21.658118848800658,1,16.422636032104492,10.725985527038574,17.17757225036621,10.724030494689941
89,29,55.345697105407716,33.386204845428466,21.959492356300355,54.823044284820554,33.164925379753114,21.658118848800658,2,0.04992486909031868,0.0037681637331843376,0.0346839465200901,0.002611524658277631
