,epoch,dimension,test_kld_per_dim,num_conds
0,0,0,0.004707522224634886,0
1,0,1,0.0003838789416477084,0
2,0,2,0.0016384017653763294,0
3,0,3,0.000962072575930506,0
4,0,4,0.0054534124210476875,0
5,0,5,0.006363040767610073,0
6,0,6,0.005552189890295267,0
7,0,7,0.0017761635826900601,0
8,0,8,0.0021414530929178,0
9,0,9,0.0032291444949805737,0
10,0,10,0.00818580947816372,0
11,0,11,0.004061663988977671,0
12,0,12,0.014431612566113472,0
13,0,13,0.0008573978557251394,0
14,0,14,0.004820923320949078,0
15,0,15,0.006485326215624809,0
16,0,16,0.0031581136863678694,0
17,0,17,0.009621512144804,0
18,0,18,0.006488558370620012,0
19,0,19,0.007153850048780441,0
20,0,20,0.014640574343502522,0
21,0,21,0.01918627694249153,0
22,0,22,0.010781221091747284,0
23,0,23,0.003915823996067047,0
24,0,24,0.009890095330774784,0
25,0,25,0.0037229256704449654,0
26,0,26,0.03391265496611595,0
27,0,27,0.017259009182453156,0
28,0,28,0.016179285943508148,0
29,0,29,0.0006163592915982008,0
30,0,30,0.008273369632661343,0
31,0,31,0.011733761988580227,0
32,0,32,0.01249612495303154,0
33,0,33,0.01060145441442728,0
34,0,34,0.003815577831119299,0
35,0,35,0.0049359677359461784,0
36,0,36,0.007329130079597235,0
37,0,37,0.0014797785552218556,0
38,0,38,0.0074807205237448215,0
39,0,39,0.010384734719991684,0
40,0,40,0.0064622038044035435,0
41,0,41,0.01959078758955002,0
42,0,42,0.0004954009200446308,0
43,0,43,0.014326733537018299,0
44,0,44,0.010320267640054226,0
45,0,45,0.011583694256842136,0
46,0,46,0.0049000815488398075,0
47,0,47,0.0002937565732281655,0
48,0,48,0.012958352454006672,0
49,0,49,0.011147089302539825,0
50,0,50,0.019293125718832016,0
51,0,51,0.002961653983220458,0
52,0,52,0.0039266073144972324,0
53,0,53,0.023946179077029228,0
54,0,54,0.0017171242507174611,0
55,0,55,0.02017933689057827,0
56,0,56,0.02960803732275963,0
57,0,57,0.0014597965637221932,0
58,0,58,0.020488444715738297,0
59,0,59,0.003886652644723654,0
60,0,60,0.014764121733605862,0
61,0,61,0.017122667282819748,0
62,0,62,0.01625226065516472,0
63,0,63,0.014155203476548195,0
64,0,0,0.00580854807049036,1
65,0,1,0.0037588432896882296,1
66,0,2,0.0019373033428564668,1
67,0,3,0.0012398252729326487,1
68,0,4,0.006584524177014828,1
69,0,5,0.007285690400749445,1
70,0,6,0.007323672994971275,1
71,0,7,0.002859784523025155,1
72,0,8,0.004501058254390955,1
73,0,9,0.004546450451016426,1
74,0,10,0.01044326089322567,1
75,0,11,0.005388159304857254,1
76,0,12,0.01773369126021862,1
77,0,13,0.0014304774813354015,1
78,0,14,0.005563702899962664,1
79,0,15,0.007208008319139481,1
80,0,16,0.004125609062612057,1
81,0,17,0.01277982909232378,1
82,0,18,0.007411828264594078,1
83,0,19,0.010199162177741528,1
84,0,20,0.019302325323224068,1
85,0,21,0.0218622125685215,1
86,0,22,0.012862342409789562,1
87,0,23,0.004964889492839575,1
88,0,24,0.013519317843019962,1
89,0,25,0.004765001125633717,1
90,0,26,0.04158343747258186,1
91,0,27,0.020785322412848473,1
92,0,28,0.01855751872062683,1
93,0,29,0.0011262339539825916,1
94,0,30,0.009210287593305111,1
95,0,31,0.013137244619429111,1
96,0,32,0.014574396423995495,1
97,0,33,0.01243959553539753,1
98,0,34,0.0047055878676474094,1
99,0,35,0.006676575168967247,1
100,0,36,0.009112289175391197,1
101,0,37,0.0018845514860004187,1
102,0,38,0.00860766600817442,1
103,0,39,0.015123913064599037,1
104,0,40,0.007606604136526585,1
105,0,41,0.02410425804555416,1
106,0,42,0.0009462781599722803,1
107,0,43,0.018159791827201843,1
108,0,44,0.011399607174098492,1
109,0,45,0.012098034843802452,1
110,0,46,0.00554002495482564,1
111,0,47,0.001673542195931077,1
112,0,48,0.014631815254688263,1
113,0,49,0.014998621307313442,1
114,0,50,0.022845158353447914,1
115,0,51,0.0035242957528680563,1
116,0,52,0.004386766813695431,1
117,0,53,0.028710931539535522,1
118,0,54,0.002055586315691471,1
119,0,55,0.024144737049937248,1
120,0,56,0.03258650004863739,1
121,0,57,0.0022850630339235067,1
122,0,58,0.025148406624794006,1
123,0,59,0.004933374933898449,1
124,0,60,0.019185427576303482,1
125,0,61,0.021016474813222885,1
126,0,62,0.018594596534967422,1
127,0,63,0.017265086993575096,1
128,0,0,0.00011547481699381024,2
129,0,1,0.00012179111217847094,2
130,0,2,8.480124233756214e-05,2
131,0,3,6.474542897194624e-05,2
132,0,4,0.0001335816632490605,2
133,0,5,0.00036083164741285145,2
134,0,6,7.80013288022019e-05,2
135,0,7,0.00010331649536965415,2
136,0,8,0.00019740064453799278,2
137,0,9,0.0005604996695183218,2
138,0,10,0.0006153692374937236,2
139,0,11,0.0003565502120181918,2
140,0,12,0.00020548740576487035,2
141,0,13,0.00010814518464030698,2
142,0,14,7.000944606261328e-05,2
143,0,15,0.00014070245379116386,2
144,0,16,0.00046225631376728415,2
145,0,17,0.00025344060850329697,2
146,0,18,0.00044935266487300396,2
147,0,19,0.00025519492919556797,2
148,0,20,0.0016053281724452972,2
149,0,21,0.00022551874280907214,2
150,0,22,0.0011590607464313507,2
151,0,23,0.0001770212984411046,2
152,0,24,0.0003872722736559808,2
153,0,25,0.00013404666970018297,2
154,0,26,0.0003602196229621768,2
155,0,27,0.0014264080673456192,2
156,0,28,0.0006857116823084652,2
157,0,29,0.00015827236347831786,2
158,0,30,6.469350773841143e-05,2
159,0,31,0.00045564566971734166,2
160,0,32,0.00015852240903768688,2
161,0,33,0.0006706498679704964,2
162,0,34,0.0003978773602284491,2
163,0,35,0.0003446044574957341,2
164,0,36,0.00026454663020558655,2
165,0,37,0.0002042899577645585,2
166,0,38,0.0009504270274192095,2
167,0,39,0.00044069241266697645,2
168,0,40,0.0003343457356095314,2
169,0,41,0.00013367713836487383,2
170,0,42,5.7962675782619044e-05,2
171,0,43,0.00016688437608536333,2
172,0,44,0.00040882008033804595,2
173,0,45,0.000911277427803725,2
174,0,46,4.7503581299679354e-05,2
175,0,47,5.654501001117751e-05,2
176,0,48,0.0016941531794145703,2
177,0,49,0.000225367140956223,2
178,0,50,0.0015963983023539186,2
179,0,51,0.00020561237761285156,2
180,0,52,9.617936302674934e-05,2
181,0,53,0.0007088745478540659,2
182,0,54,8.800989598967135e-05,2
183,0,55,0.00015145732322707772,2
184,0,56,0.0010586199350655079,2
185,0,57,0.00021828421449754387,2
186,0,58,7.914958405308425e-05,2
187,0,59,2.5395203920197673e-05,2
188,0,60,0.0005799384671263397,2
189,0,61,0.0005814075120724738,2
190,0,62,0.0009215135360136628,2
191,0,63,0.00030023904400877655,2
192,1,0,0.0140210697427392,0
193,1,1,0.03094053827226162,0
194,1,2,0.007711940910667181,0
195,1,3,0.043637715280056,0
196,1,4,0.051024943590164185,0
197,1,5,0.03216749429702759,0
198,1,6,0.027203548699617386,0
199,1,7,0.027797279879450798,0
200,1,8,0.031672488898038864,0
201,1,9,0.05717043578624725,0
202,1,10,0.015391438268125057,0
203,1,11,0.036301497370004654,0
204,1,12,0.008620533160865307,0
205,1,13,0.004295980557799339,0
206,1,14,0.023365216329693794,0
207,1,15,0.0001565351994941011,0
208,1,16,0.02527048997581005,0
209,1,17,0.09471534937620163,0
210,1,18,0.021963030099868774,0
211,1,19,0.002004821551963687,0
212,1,20,0.051659464836120605,0
213,1,21,0.0558246448636055,0
214,1,22,0.11854361742734909,0
215,1,23,0.0001857016031863168,0
216,1,24,0.024028567597270012,0
217,1,25,0.0029323094058781862,0
218,1,26,0.017831290140748024,0
219,1,27,0.05466504022479057,0
220,1,28,0.08271437138319016,0
221,1,29,0.011258654296398163,0
222,1,30,0.020527701824903488,0
223,1,31,0.06778674572706223,0
224,1,32,0.07524573802947998,0
225,1,33,0.022436579689383507,0
226,1,34,0.0006846454925835133,0
227,1,35,0.006805011536926031,0
228,1,36,0.03328210860490799,0
229,1,37,0.01104540005326271,0
230,1,38,0.02461123652756214,0
